Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid,GP,IDFANGRAPHS,Position,R_z,HR_z,SB_z,RBI_z,OBP_z,SLG_z,z-score,FVARz,SGP,R_sgp,HR_sgp,SB_sgp,RBI_sgp,OBP_sgp,SLG_sgp
Andrew Waters,ATL,8,135,119.6926121,30.08395007,6.664856384,0.409728542,3.984847271,16.96600523,16.84228576,9.647560897,31.08545731,0.869385391,2.330597961,0.387382351,0.245541439,0.324402139,0.432935777,0.761947684,0.291,0.4,0,0,581.1,sa3004378,35.1451338,sa3004378,OF,-3.417674409,-1.948301144,-0.700065908,-2.923727326,-0.154036087,-0.127113874,-9.270918747,-7.348853078,1.587656834,0.558428219,0.25822008,0.32764508,0.570194794,-0.056767262,-0.070064076
Vimael Machin,OAK,26,212,186.8951036,46.78486861,10.04779793,0.367509146,5.815161041,24.7696417,22.11671137,19.86054839,31.32292846,1.851236313,1.630475676,0.196273257,0.248664271,0.332807617,0.398877877,0.728355975,0.291,-0.2,-0.1,0.2,999,17684,51.34091822,17684,3B,-2.979095005,-1.756932637,-0.778903124,-2.654954563,-0.132239046,-0.379670892,-8.681795267,-7.349253562,1.884610347,0.815281305,0.37682532,0.229219,0.748760225,-0.021840778,-0.263634725
LaMonte Wade Jr.,SFG,8,135,117.6926121,29.08395007,5.664856384,0.409728542,3.984847271,16.96600523,15.84228576,11.6475609,26.08545731,0.869385391,2.330597961,0.387382351,0.244245143,0.335291028,0.422565406,0.762466203,0.303,-0.1,0,0,999,18126,35.1451338,18126,OF,-3.417674409,-1.948301144,-0.700065908,-2.974685058,-0.079882476,-0.161182962,-9.281791956,-7.359726287,1.580306348,0.558428219,0.25822008,0.32764508,0.536339841,-0.001401977,-0.098924894
Jace Peterson,MIL,6,128,111.6926121,28.08395007,5.664856384,0.409728542,3.984847271,15.96600523,15.84228576,10.6475609,27.08545731,0.869385391,2.330597961,0.387382351,0.242508549,0.333721006,0.429596327,0.767960448,0.305,-0.1,0,0,999,12325,33.1451338,12325,OF,-3.473876335,-1.948301144,-0.700065908,-2.974685058,-0.087674669,-0.130398725,-9.315001839,-7.39293617,1.56418621,0.525513681,0.25822008,0.32764508,0.536339841,-0.008905279,-0.074627192
Phil Gosselin,LAA,13,156,137.6926121,34.08395007,6.664856384,0.409728542,3.984847271,18.96600523,17.84228576,12.6475609,33.08545731,0.869385391,1.330597961,0.387382351,0.241878809,0.322822364,0.411540576,0.737993188,0.28,-0.1,-0.1,0,999,10953,40.1451338,10953,1B/OF/DH,-3.305270556,-1.948301144,-0.812670831,-2.872769595,-0.185038822,-0.231364214,-9.355415162,-7.433349493,1.446208701,0.624257294,0.25822008,0.187060953,0.604049747,-0.074702439,-0.152676933
Odubel Herrera,PHI,6,128,113.6926121,28.08395007,5.664856384,0.409728542,3.984847271,15.96600523,16.84228576,9.647560897,26.08545731,0.869385391,1.330597961,0.387382351,0.247321049,0.329564756,0.439877577,0.774522948,0.307,-0.2,0,0,599.5,11476,33.1451338,11476,OF,-3.473876335,-1.948301144,-0.812670831,-2.923727326,-0.114511214,-0.098048934,-9.371135785,-7.449070115,1.464846694,0.525513681,0.25822008,0.187060953,0.570194794,-0.0289581,-0.047184713
Yairo Munoz,BOS,5,121,107.6926121,27.08395007,5.664856384,0.409728542,3.984847271,14.96600523,14.84228576,8.647560897,25.08545731,0.869385391,2.330597961,0.387382351,0.24959582,0.330870155,0.442994462,0.779007747,0.31,-0.1,0,0,600.7,16313,32.1451338,16313,OF,-3.530078262,-1.948301144,-0.700065908,-3.025642789,-0.102175998,-0.08359002,-9.389854121,-7.467788451,1.523047695,0.492599143,0.25822008,0.32764508,0.502484888,-0.021437647,-0.036463849
Joe Panik,TOR,21,191,168.8951036,42.78486861,9.04779793,0.367509146,4.815161041,22.7696417,21.11671137,16.86054839,23.32292846,1.851236313,1.630475676,0.196273257,0.254051442,0.334728873,0.41422047,0.745253753,0.3,-0.2,-0.1,0.1,598.9,11936,46.34091822,11936,2B/3B/SS,-3.091498858,-1.861487665,-0.778903124,-2.705912294,-0.104061209,-0.26780013,-8.809663282,-7.477121577,1.824134832,0.74945223,0.312024824,0.229219,0.714905272,-0.005989622,-0.175476872
Monte Harrison,MIA,5,121,106.6926121,26.08395007,5.664856384,0.409728542,3.984847271,14.96600523,14.84228576,9.647560897,28.08545731,0.869385391,2.330597961,0.387382351,0.239009043,0.324275114,0.428242396,0.75766064,0.266,0,0.1,0,595.5,17216,32.1451338,17216,OF,-3.530078262,-1.948301144,-0.700065908,-3.025642789,-0.142430815,-0.129344169,-9.475863087,-7.553797418,1.454519249,0.492599143,0.25822008,0.32764508,0.502484888,-0.051540706,-0.074889236
Keon Broxton,MIN,5,121,106.6926121,25.08395007,5.664856384,0.409728542,3.984847271,14.96600523,14.84228576,9.647560897,29.08545731,0.869385391,2.330597961,0.387382351,0.235364415,0.322886684,0.427548181,0.755404441,0.26,0,0,0,999,9253,32.1451338,9253,OF,-3.530078262,-1.948301144,-0.700065908,-3.025642789,-0.150905514,-0.131528734,-9.486522351,-7.564456681,1.446357792,0.492599143,0.25822008,0.32764508,0.502484888,-0.057878193,-0.076713206
Kyle Garlick,MIN,5,121,106.6926121,26.08395007,5.664856384,0.409728542,3.984847271,14.96600523,15.84228576,8.647560897,27.08545731,0.869385391,1.330597961,0.387382351,0.241091688,0.324448668,0.440738263,0.770156507,0.287,-0.1,0,0,999,18063,32.1451338,18063,OF,-3.530078262,-1.948301144,-0.812670831,-2.974685058,-0.141371478,-0.090021999,-9.497128771,-7.575063102,1.381413726,0.492599143,0.25822008,0.187060953,0.536339841,-0.05074852,-0.04205777
Jaylin Davis,SFG,5,121,106.6926121,26.08395007,5.664856384,0.409728542,3.984847271,14.96600523,14.84228576,8.647560897,26.08545731,0.869385391,1.330597961,0.387382351,0.24352144,0.327919742,0.43778785,0.771024276,0.294,0,0,0,999,19552,32.1451338,19552,OF,-3.530078262,-1.948301144,-0.812670831,-3.025642789,-0.120184732,-0.0993064,-9.536184158,-7.614118489,1.355650615,0.492599143,0.25822008,0.187060953,0.502484888,-0.034904805,-0.049809644
Sam Haggerty,SEA,6,128,112.6926121,27.08395007,5.664856384,0.409728542,2.984847271,15.96600523,14.84228576,10.6475609,29.08545731,0.869385391,2.330597961,0.387382351,0.238789799,0.327377256,0.419533827,0.751772948,0.274,-0.2,0.1,0,599.8,18054,33.1451338,18054,OF,-3.473876335,-2.052856172,-0.700065908,-3.025642789,-0.128635711,-0.164907279,-9.545984194,-7.623918524,1.406361791,0.525513681,0.193419584,0.32764508,0.502484888,-0.039512216,-0.103189225
Jon Jay,LAA,8,135,119.6926121,30.08395007,5.664856384,0.409728542,2.984847271,16.96600523,15.84228576,9.647560897,27.08545731,1.869385391,1.330597961,0.387382351,0.247096994,0.32751325,0.416602443,0.748725462,0.279,-0.1,0,-0.1,999,5227,35.1451338,5227,OF,-3.417674409,-2.052856172,-0.812670831,-2.974685058,-0.132849341,-0.184774438,-9.575510248,-7.653444579,1.316172806,0.558428219,0.193419584,0.187060953,0.536339841,-0.040948609,-0.118127181
Trayce Thompson,ARI,8,135,119.6926121,28.08395007,5.664856384,0.409728542,3.984847271,15.96600523,16.84228576,9.647560897,33.08545731,0.869385391,1.330597961,0.387382351,0.229726624,0.311179917,0.419713555,0.73550324,0.249,-0.3,0,-0.2,999,9952,35.1451338,9952,OF,-3.473876335,-1.948301144,-0.812670831,-2.923727326,-0.244079757,-0.173791473,-9.576446867,-7.654381198,1.308020666,0.525513681,0.25822008,0.187060953,0.570194794,-0.123996537,-0.108972304
Tyler Naquin,CIN,3,114,100.6926121,25.08395007,5.664856384,0.409728542,2.984847271,14.96600523,14.84228576,8.647560897,24.08545731,0.869385391,1.330597961,0.387382351,0.246746441,0.330248147,0.443546753,0.77913103,0.301,0.1,0,0,600.5,13359,30.1451338,13359,OF,-3.530078262,-2.052856172,-0.812670831,-3.025642789,-0.101846605,-0.077274792,-9.600369451,-7.678303782,1.319920422,0.492599143,0.193419584,0.187060953,0.502484888,-0.022890492,-0.032753654
Tim Lopes,MIL,3,114,100.6926121,25.08395007,5.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,23.08545731,0.869385391,2.330597961,0.387382351,0.246746441,0.331721832,0.43789763,0.775201205,0.294,0,0,0,999,14137,30.1451338,14137,OF/DH,-3.586280188,-2.052856172,-0.700065908,-3.076600521,-0.093371907,-0.094051832,-9.603226527,-7.681160858,1.386059094,0.459684605,0.193419584,0.32764508,0.468629935,-0.016547981,-0.046772129
Cesar Puello,BOS,5,121,105.6926121,27.08395007,5.664856384,0.409728542,2.984847271,14.96600523,14.84228576,9.647560897,25.08545731,1.869385391,1.330597961,0.387382351,0.246471853,0.334861891,0.435184544,0.775016012,0.31,0.1,0,0,999,7216,32.1451338,7216,OF,-3.530078262,-2.052856172,-0.812670831,-3.025642789,-0.07781124,-0.106600314,-9.605659607,-7.683593938,1.316221459,0.492599143,0.193419584,0.187060953,0.502484888,-0.003217374,-0.056125734
Travis Jankowski,PHI,5,121,106.6926121,26.08395007,5.664856384,0.409728542,2.984847271,14.96600523,13.84228576,9.647560897,25.08545731,0.869385391,2.330597961,0.387382351,0.242653671,0.33017594,0.421300247,0.756619317,0.271,-0.1,0,0,999,13768,32.1451338,13768,OF,-3.530078262,-2.052856172,-0.700065908,-3.076600521,-0.106413347,-0.15118982,-9.617204029,-7.695138359,1.364558413,0.492599143,0.193419584,0.32764508,0.468629935,-0.02460639,-0.093128939
Matt Duffy,CHC,13,156,137.8951036,35.78486861,7.04779793,0.367509146,4.815161041,18.7696417,18.11671137,13.86054839,21.32292846,1.851236313,1.630475676,0.196273257,0.258595034,0.339200095,0.426116089,0.760791453,0.305,-0.3,-0.1,0.1,999,13836,38.34091822,13836,3B,-3.316306564,-1.861487665,-0.778903124,-2.858785489,-0.056156516,-0.172407138,-9.044046495,-7.71150479,1.690076724,0.617794079,0.312024824,0.229219,0.613340413,0.021297126,-0.103598717
Wyatt Mathisen,ARI,10,142,123.8951036,30.78486861,7.04779793,0.367509146,5.815161041,17.7696417,18.11671137,12.86054839,24.32292846,1.851236313,0.630475676,0.196273257,0.247315671,0.336262076,0.442099365,0.773390611,0.312,0.1,0,0,999,14555,35.34091822,14555,3B,-3.372508491,-1.756932637,-0.891508048,-2.858785489,-0.075272026,-0.097681834,-9.052688524,-7.720146819,1.622807601,0.584879541,0.37682532,0.088634872,0.613340413,0.00371576,-0.044588305
Greg Garcia,DET,16,170,147.8951036,36.78486861,7.04779793,0.367509146,4.815161041,19.7696417,19.11671137,16.86054839,28.32292846,1.851236313,1.630475676,0.196273257,0.245122502,0.33786597,0.404530058,0.738655687,0.293,-0.1,0,0.1,999,10951,41.34091822,10951,2B/3B/DH,-3.260104638,-1.861487665,-0.778903124,-2.807827757,-0.069527349,-0.278223178,-9.056073711,-7.723532006,1.664634883,0.650708617,0.312024824,0.229219,0.647195366,0.014663364,-0.189176288
Nick Williams,CHW,2,107,93.69261212,24.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,7.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.245617703,0.332881204,0.446395606,0.785092873,0.313,-0.1,0,0,999,14330,29.1451338,14330,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.083508478,-0.064841322,-9.676757512,-7.754691843,1.274017967,0.459684605,0.193419584,0.187060953,0.468629935,-0.010857114,-0.023919996
Dwight Smith Jr.,CIN,2,107,93.69261212,24.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.245617703,0.33360083,0.444367569,0.783784462,0.308,-0.1,0,0,999,13473,29.1451338,13473,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.079624241,-0.070445579,-9.678477532,-7.756411862,1.272240291,0.459684605,0.193419584,0.187060953,0.468629935,-0.007947823,-0.028606963
Phillip Ervin,ATL,2,107,93.69261212,23.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.244832656,0.333731671,0.442012429,0.781560163,0.299,0,0,0,999,14738,29.1451338,14738,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.078918016,-0.076953748,-9.684279476,-7.762213807,1.267326324,0.459684605,0.193419584,0.187060953,0.468629935,-0.007418861,-0.034049891
Jason Martin,TEX,2,107,93.69261212,24.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.24522518,0.332554101,0.442993737,0.781429322,0.293,0,0,0,999,16429,29.1451338,16429,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.08527404,-0.074242011,-9.687923763,-7.765858093,1.264833554,0.459684605,0.193419584,0.187060953,0.468629935,-0.012179519,-0.031782004
Scott Heineman,CIN,2,107,93.69261212,24.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,7.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.245094339,0.332554101,0.442535793,0.780840536,0.291,0,0,0,999,14453,29.1451338,14453,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.08527404,-0.075507488,-9.68918924,-7.767123571,1.263775206,0.459684605,0.193419584,0.187060953,0.468629935,-0.012179519,-0.032840352
Guillermo Heredia,ATL,2,107,93.69261212,23.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,21.08545731,0.869385391,1.330597961,0.387382351,0.244832656,0.333077465,0.440704017,0.779662966,0.288,0,0,0,999,18721,29.1451338,18721,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.082449141,-0.080569398,-9.69142625,-7.76936058,1.261657665,0.459684605,0.193419584,0.187060953,0.468629935,-0.010063671,-0.037073741
Mallex Smith,NYM,2,107,93.69261212,23.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.24522518,0.333208307,0.43985355,0.77887792,0.284,0,0,0,597.8,13608,29.1451338,13608,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.081742916,-0.08291957,-9.693070197,-7.771004528,1.260221125,0.459684605,0.193419584,0.187060953,0.468629935,-0.009534709,-0.039039243
Khalil Lee,NYM,2,107,93.69261212,23.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.244178451,0.333012045,0.440180653,0.779008761,0.285,0,0,0,600.2,sa917996,29.1451338,sa917996,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.082802253,-0.082015657,-9.693225622,-7.771159953,1.260183644,0.459684605,0.193419584,0.187060953,0.468629935,-0.010328152,-0.03828328
Blake Rutherford,CHW,2,107,93.69261212,23.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,7.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.244767236,0.331441951,0.440049812,0.777307826,0.268,0,0,0,999,sa917932,29.1451338,sa917932,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.091276951,-0.082377222,-9.702061885,-7.779996216,1.253533716,0.459684605,0.193419584,0.187060953,0.468629935,-0.016675695,-0.038585665
Andrew Velazquez,NYY,2,107,93.69261212,23.08395007,4.664856384,0.409728542,2.984847271,13.96600523,13.84228576,7.647560897,22.08545731,0.869385391,1.330597961,0.387382351,0.24404761,0.331376531,0.43985355,0.777046144,0.269,0,0,0,999,14196,29.1451338,14196,SS/OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.091630064,-0.08291957,-9.702957345,-7.780891676,1.252815658,0.459684605,0.193419584,0.187060953,0.468629935,-0.016940176,-0.039039243
Bubba Starling,KCR,3,114,100.6926121,25.08395007,5.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,24.08545731,0.869385391,1.330597961,0.387382351,0.242325388,0.326686744,0.432371315,0.764516995,0.258,-0.1,0,0,999,13356,30.1451338,13356,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.122327126,-0.110464154,-9.761198992,-7.839133322,1.210090997,0.459684605,0.193419584,0.187060953,0.468629935,-0.038218226,-0.060485854
Corey Ray,MIL,3,114,100.6926121,24.08395007,5.664856384,0.409728542,2.984847271,13.96600523,13.84228576,8.647560897,25.08545731,0.869385391,1.330597961,0.387382351,0.239009599,0.325827095,0.433230964,0.764516995,0.256,0,0,0,999,sa738510,30.1451338,sa738510,OF,-3.586280188,-2.052856172,-0.812670831,-3.076600521,-0.1272707,-0.107911126,-9.763589538,-7.841523868,1.208524445,0.459684605,0.193419584,0.187060953,0.468629935,-0.041918024,-0.058352608
Nolan Jones,CLE,8,135,117.8951036,29.78486861,6.04779793,0.367509146,4.815161041,16.7696417,17.11671137,12.86054839,23.32292846,0.851236313,0.630475676,0.196273257,0.249820929,0.339386776,0.447185999,0.781084939,0.319,0.1,0,0.1,569.1,sa917941,33.34091822,sa917941,3B,-3.428710417,-1.861487665,-0.891508048,-2.90974322,-0.051990325,-0.075828928,-9.219268602,-7.886726897,1.523818589,0.551965004,0.312024824,0.088634872,0.57948546,0.01942313,-0.027714702
Zack Cozart,,10,142,124.8951036,31.78486861,7.04779793,0.367509146,4.815161041,17.7696417,17.11671137,11.86054839,19.32292846,1.851236313,0.630475676,0.196273257,0.24849877,0.331825457,0.431747253,0.758306104,0.29,0,0,0,999,2616,35.34091822,2616,3B,-3.372508491,-1.861487665,-0.891508048,-2.90974322,-0.107052145,-0.136509983,-9.278809551,-7.946267846,1.468323215,0.584879541,0.312024824,0.088634872,0.57948546,-0.019993467,-0.076708016
Kelvin Gutierrez,KCR,6,128,112.8951036,28.78486861,6.04779793,0.367509146,3.815161041,15.7696417,16.11671137,10.86054839,19.32292846,0.851236313,1.630475676,0.196273257,0.250193948,0.332025116,0.433141483,0.759433334,0.276,0.1,0,0,999,17468,31.34091822,17468,3B,-3.484912344,-1.966042692,-0.778903124,-2.960700951,-0.098624886,-0.119872515,-9.409056513,-8.076514808,1.458465913,0.519050466,0.247224328,0.229219,0.545630507,-0.017087508,-0.06557088
Ehire Adrianza,ATL,5,121,106.8951036,27.78486861,6.04779793,0.367509146,3.815161041,14.7696417,15.11671137,10.86054839,16.32292846,0.851236313,0.630475676,0.196273257,0.252577069,0.337001775,0.441075288,0.772417081,0.29,-0.2,0,0,600.1,8418,30.34091822,8418,3B/SS,-3.54111427,-1.966042692,-0.891508048,-3.011658683,-0.064749812,-0.089108142,-9.564181647,-8.231639941,1.299071459,0.486135928,0.247224328,0.088634872,0.511775554,0.006550127,-0.041249351
Matt Reynolds,CHW,2,107,93.89510359,23.78486861,5.04779793,0.367509146,3.815161041,13.7696417,14.11671137,9.860548385,14.32292846,0.851236313,0.630475676,0.196273257,0.253306779,0.340403877,0.451617849,0.785424923,0.289,0,0,0,999,13788,27.34091822,13788,3B,-3.597316197,-1.966042692,-0.891508048,-3.062616414,-0.04290428,-0.050493966,-9.610881597,-8.278339892,1.274680339,0.453221391,0.247224328,0.088634872,0.477920601,0.019555402,-0.011876255
Brandon Drury,NYM,3,114,100.8951036,25.78486861,6.04779793,0.367509146,3.815161041,13.7696417,14.11671137,9.860548385,16.32292846,0.851236313,0.630475676,0.196273257,0.250340573,0.334484341,0.446299209,0.774591814,0.272,0,0,0,999,11615,28.34091822,11615,3B,-3.597316197,-1.966042692,-0.891508048,-3.062616414,-0.077485579,-0.069215913,-9.664184842,-8.331643137,1.236367817,0.453221391,0.247224328,0.088634872,0.477920601,-0.004658567,-0.025974808
Yasmani Grandal,CHW,138,600,504.3762427,116.1888642,21.89446793,1.101324467,26.50877257,74.68179198,80.60176895,85.61481721,151.3108903,4.714647984,2.139402871,1.029391606,0.231691111,0.344853527,0.436654164,0.779275165,0.335,3.4,-2.5,4,128.3,11368,150.5712625,11368,C/DH,-0.173936005,0.406688492,-0.721595417,0.325311291,0.05374853,-0.442837742,-0.552620851,,7.167322798,2.458116657,1.717781613,0.300766085,2.728769104,0.199387168,-0.237497828
J.T. Realmuto,PHI,138,600,542.0746934,143.8533554,29.01802019,2.107932585,25.60717078,80.98712624,92.96710171,43.85056616,127.7224701,8.761255462,7.148494362,2.03130845,0.264861401,0.32818354,0.471463058,0.798186806,0.337,4,1.2,3.8,38.4,11739,151.3911274,11739,C/DH,0.180435928,0.312421491,-0.157547054,0.955420596,-0.45079831,0.081462159,0.921394811,,8.504976202,2.665653819,1.659357369,1.00496484,3.147396864,-0.158517944,0.186121253
Christian Vazquez,BOS,117,564,515.9483538,133.1497048,26.11840855,1.220270581,18.27994037,63.17780865,65.17775858,38.85829828,104.7193268,4.553582575,7.303049719,3.063894796,0.259414533,0.314064279,0.419256314,0.727334794,0.309,4.3,-1.3,2.6,149.7,9774,144.3288314,9774,C,-0.82048203,-0.453677288,-0.140143359,-0.460661286,-0.827533416,-0.71748183,-3.41997921,,5.608972243,2.079468364,1.184549204,1.02669287,2.206589957,-0.435642952,-0.4526852
Sean Murphy,OAK,104,510,452.9483538,109.1497048,23.11840855,1.220270581,19.27994037,61.17780865,62.17775858,43.85829828,110.7193268,6.553582575,2.303049719,1.063894796,0.243168229,0.314980888,0.432146198,0.741417301,0.316,1.8,0.2,2.5,171.4,19352,131.3288314,19352,C,-0.932885883,-0.34912226,-0.703167976,-0.61353448,-0.7280378,-0.459097591,-3.785845989,,5.04966167,2.013639289,1.2493497,0.323772234,2.105025098,-0.379347439,-0.262777212
