"steamerid","mlbamid","proj_season","firstname","lastname","IP","G","GS","start_percent","start_IP","relief_IP","SV","LI","League","DBTeamId","FBV","reliability","Throws","age","Krate","BBrate","HBPrate","GBrate","FBrate","LDrate","SIERA","BABIP","TBF","batters_per_IP","ERA","RA","K","BB","IBB","1b","2b","3b","HR","HBP","SH","SF","GB","FB","LD","K9","BB9","HBP9","HR9","H","ER","R","WHIP","W","L","QS","HLD","holds_old","SV_old","HR/FB","FIP","pnFIP","LOB%","ERA-","CG","ShO","WAR","catcherframingruns"
"12304","605135","2019","Chris","Bassitt","88.84884176165804","36.34","11.34","0.7239924","63.84884176165804","24.999999999999993","0","0.889597","AL","OAK","91.8932053","0.62894","R","30","0.18201907","0.08743313","0.01321","0.43289518","0.36291221","0.20419261","4.1529943","0.2938036411","385.109","4.334429041101924","4.561129801636678","4.90485628579192","70.097","33.6712","1.2336","57.04848","18.48213","2.16458","11.8066","5.0873","2.0796","4.11144","118.717","99.5249","55.9977","7.100520248675293","3.410745643853454","0.5153212927954952","1.1959570647532667","89.5018","45.0279","48.4212","1.3863208293746634","4.8788","5.2931","4.4444","0.6823","0.6823","0","0.11862961","4.619294368902309","4.69126805050755","0.71456496","109.04646846358322","0.0639","0.029","0.5243","-0.3489"
"12316","606995","2019","Justin","Hancock","1","1","0","0","0","1","0","0.6","FA","FA","96.2","0.39644","R","28","0.2241","0.1057","0.008638","0.44900101","0.34598831","0.20501067","3.93","0.297472","4.373","4.373","4.2417","4.5846","0.9799","0.4622","0.0358","0.62189","0.18324","0.01881","0.1229","0.0378","0.0348","0.04104","1.2832","0.9888","0.5859","8.8191","4.1598","0.3402","1.1060999999999999","0.9469","0.4713","0.5094","1.4091","0.0481","0.0489","0","0","0","0","0.12429207","4.2989","4.2989","0.7353864","101.4047052538936","0","0","0.0016","0.0017"
"12317","607067","2019","Colin","Rea","1","0.18368421052631578","0.1737","0.9903219","0.99","0.010000000000000009","0","0.9961287","NL","CHN","92.0067747","0.54202","R","28","0.18401164","0.10234387","0.009703","0.43898481","0.35401792","0.20699727","4.4637092","0.2962550069","4.443","4.4430000000000005","4.9221","5.2803","0.8177","0.4548","0.0211","0.65366","0.20764","0.02252","0.1446","0.0431","0.0467","0.0454","1.3526","1.0908","0.6378","7.3593","4.0931999999999995","0.3879","1.3014000000000001","1.0284","0.5469","0.5867","1.4831999999999999","0.0552","0.0651","0.0668","0","0","0","0.13256326","4.899064000000001","4.878087000000001","0.70974272","117.6711771115313","0.0009","0.0004","0.0055","-0.0095"
"12321","534576","2019","Gus","Schlosser","1","1","0","0","0","1","0","0.6","FA","FA","88.3","0.22414","R","30","0.1815","0.0865","0.009117","0.41200472","0.38299704","0.20499825","4.19","0.293883","4.388","4.388","4.7745","5.1093","0.7964","0.3796","0.037","0.65974","0.20587","0.02136","0.1538","0.04","0.0349","0.04981","1.2925","1.2015","0.6431","7.1676","3.4164","0.36","1.3841999999999999","1.0408","0.5305","0.5677","1.4203999999999999","0.0454","0.0515","0","0","0","0","0.12800666","4.8264","4.8264","0.71698204","114.15709704510586","0","0","-0.0033","0.0016"
"12323","606930","2019","Jacob","Barnes","30","30","0","0","0","30","0","0.6","NL","MIL","95.1","0.54806","R","29","0.2291","0.0975","0.007914","0.49317083","0.30010368","0.20672549","3.77","0.301419","130.662","4.3554","4.03521","4.39473","29.9347","12.7395","1.1537","19.25715","5.39886","0.52191","3.4225","1.0341","1.372","1.06947","42.1918","25.6745","17.6858","8.980410000000001","3.8218499999999995","0.31023","1.02675","28.6004","13.4507","14.6491","1.3779966666666668","1.482","1.4292","0","2.8942","2.8942","0","0.13330347","4.0258","3.9202","0.73770771","96.47253722515889","0","0","0.102","0.3797"
"12360","534812","2019","Kevin","Quackenbush","1","1","0","0","0","1","0","0.6","NL","LAN","90.3","0.55881","R","30","0.212","0.0798","0.008129","0.41019296","0.39216801","0.19763903","3.93","0.289491","4.338","4.338","4.3083","4.6305","0.9197","0.3462","0.0391","0.62269","0.1988","0.01554","0.1458","0.0353","0.0456","0.04882","1.2266","1.1727","0.591","8.2773","3.1158","0.3177","1.3122","0.9828","0.4787","0.5145","1.329","0.0487","0.0484","0","0","0","0","0.12432847","4.3615","4.4221","0.73247255","103.00413347067669","0","0","-0.0011","0.0112"
"12361","607359","2019","Spencer","Patton","1","1","0","0","0","1","0","0.6","FA","FA","91.9","0.36082","R","31","0.2408","0.1038","0.011054","0.42299891","0.3720029","0.20499819","3.68","0.295478","4.338","4.338","4.1778","4.4973","1.0447","0.4503","0.0333","0.59005","0.18013","0.01823","0.1272","0.048","0.0345","0.04264","1.1679","1.0271","0.566","9.4023","4.0527","0.432","1.1448","0.9156","0.4642","0.4997","1.3659","0.0485","0.0485","0","0","0","0","0.12384383","4.2201","4.2201","0.73975174","99.8793910501453","0","0","0.0023","0.0017"
"12385","607374","2019","Nick","Tropeano","54.51366497816595","9.72","9.72","1","54.51366497816595","0","0","1","AL","LAA","90.3","0.55183","R","28","0.1956","0.0886","0.008175","0.37396654","0.42596169","0.20007177","4.24","0.285653","236.502","4.338398456510396","4.698209157329285","5.012700945890312","46.2598","20.9541","0.5176","33.16041","10.97566","1.07446","9.0838","1.9334","1.2771","2.92293","62.113","70.749","33.2304","7.6373180956876325","3.459442693415195","0.31919703081730727","1.4997010388632748","54.2944","28.4574","30.3623","1.3803603193830183","3.2239","3.406","3.8407","0","0","0","0.12839475","4.8896","4.999","0.72628411","112.32337291614829","0.0474","0.0216","0.2938","-0.1855"
"12447","607625","2019","Seth","Lugo","60","60","0","0","0","60","0.7859","0.9","NL","NYN","93","0.66718","R","29","0.2431","0.0626","0.008139","0.45121498","0.34716548","0.20161954","3.16","0.29677","250.627","4.177116666666667","3.573765","3.88677","60.9273","15.6892","2.2529","37.05481","10.9384","0.99023","6.9151","2.0398","2.6316","2.44662","76.3717","58.7605","34.1257","9.139095000000001","2.35338","0.30597","1.037265","55.8985","23.8251","25.9118","1.1931283333333333","3.0064","2.8172","0","14.627","14.7909","0.6","0.1176828","3.5148","3.545","0.74618321","85.44150315604502","0","0","0.554","0.0704"
"1245","285079","2019","R.A.","Dickey","1","0.17543859649122806","0.1754","1","1","0","0","1","FA","FA","83.2","0.68174","R","44","0.1664","0.0816","0.010282","0.43400037","0.36100926","0.20499037","4.46","0.292748","4.386","4.386","4.7817","5.1381","0.7298","0.3579","0.017","0.67085","0.21392","0.02223","0.155","0.0451","0.0349","0.04815","1.3967","1.1618","0.6597","6.5682","3.2211","0.40590000000000004","1.395","1.0619","0.5313","0.5709","1.4198","0.0544","0.0661","0.0703","0","0","0","0.13341367","4.9254","4.9254","0.71640356","114.32206049347364","0.0007","0.0003","0.0048","0.0016"
"12452","607473","2019","Chasen","Bradford","40","40","0","0","0","40","0","0.6","AL","SEA","91.7","0.54965","R","29","0.1648","0.0751","0.009212","0.46606517","0.3340471","0.19988773","4.11","0.300619","173.989","4.349725","4.6134","4.97457","28.6733","13.0666","1.3893","28.73618","8.11929","0.74521","5.5683","1.6028","0.9395","1.78913","60.4432","43.322","25.9231","6.4514925000000005","2.9399849999999996","0.36063","1.2528675","43.169","20.504","22.1092","1.4058899999999999","1.7866","2.0899","0","6.2459","6.2459","0","0.12853285","4.6372","4.7146","0.71397312","110.29599604345462","0","0","-0.036","-0.2275"
"1246","456713","2019","Matt","Bush","1","1","0","0","0","1","0","0.6","AL","OAK","96.2","0.50089","R","33","0.2279","0.0873","0.010113","0.42332476","0.37226663","0.20440861","3.55","0.291973","4.246","4.246","3.9753","4.2903","0.9677","0.3707","0.0294","0.5949","0.18609","0.02026","0.1206","0.0429","0.0229","0.04369","1.2022","1.0572","0.5805","8.7093","3.3362999999999996","0.3861","1.0854","0.9219","0.4417","0.4767","1.2926","0.0505","0.0465","0","0","0","0","0.11407491","4.0342","4.0971","0.73611849","95.03329090751552","0","0","0.0046","-0.0036"
"1247","493603","2019","Adam","Ottavino","65","65","0","0","0","65","3.8593","1.3","AL","NYA","93.5","0.54794","R","33","0.2929","0.1101","0.01184","0.41172995","0.38774519","0.20052485","3.2","0.290719","276.596","4.2553230769230765","3.8429307692307693","4.135984615384615","81.0149","30.4532","2.2999","33.74732","10.02452","0.89811","8.1992","3.2749","1.4936","2.57483","66.068","62.2193","32.1771","11.217447692307692","4.216596923076923","0.45344769230769233","1.135273846153846","52.8691","27.7545","29.871","1.2818815384615385","3.4766","2.8371","0","13.3345","11.2874","7.7","0.13177905","3.8648","3.7204","0.755158","91.87507764238778","0","0","0.6926","0.2494"
"12499","607968","2019","Drew","Rucinski","1","1","0","0","0","1","0","0.6","FA","FA","93.2","0.58904","R","30","0.1884","0.0736","0.009852","0.44198948","0.3529981","0.20501242","3.86","0.295392","4.305","4.305","4.3803","4.7196","0.811","0.3168","0.0385","0.66697","0.19814","0.01995","0.1383","0.0424","0.0342","0.04536","1.3703","1.0944","0.6356","7.299","2.8512000000000004","0.3816","1.2447000000000001","1.0234","0.4867","0.5244","1.3402","0.0474","0.0496","0","0","0","0","0.12637061","4.4145","4.4145","0.72179515","104.72788196738911","0","0","0.0005","0.0015"
"12515","592398","2019","Taylor","Hill","1","1","0","0","0","1","0","0.6","FA","FA","89.3","0.64461","R","30","0.1419","0.0602","0.009988","0.38701634","0.40799085","0.20499281","4.44","0.287998","4.371","4.371","5.0769","5.4063","0.6202","0.2631","0.0374","0.69347","0.22282","0.02285","0.1828","0.0437","0.0347","0.0576","1.3193","1.3908","0.6988","5.581799999999999","2.3679","0.39330000000000004","1.6452","1.1219","0.5641","0.6007","1.3849999999999998","0.0441","0.0528","0","0","0","0","0.13143515","5.2174","5.2174","0.70601477","121.37962715407707","0","0","-0.0068","0.0016"
"12520","605304","2019","Erik","Johnson","1","0.17543859649122806","0.1754","1","1","0","0","1","FA","FA","89.4","0.46049","R","29","0.1643","0.0854","0.008032","0.38201214","0.41300349","0.20498437","4.62","0.292019","4.442","4.442","5.3874","5.7195","0.7299","0.3794","0.0206","0.65842","0.2255","0.02373","0.1893","0.0357","0.0353","0.05584","1.2462","1.3473","0.6687","6.5691","3.4146","0.32130000000000003","1.7037","1.097","0.5986","0.6355","1.4764","0.0482","0.0721","0.0586","0","0","0","0.14050323","5.4074","5.4074","0.70292203","128.7958100067843","0.0009","0.0004","-0.0007","0.0017"
"12530","543488","2019","Nick","Maronde","1","1","0","0","0","1","0","0.6","NL","MIA","89.6","0.23251","L","29","0.1927","0.0922","0.00869","0.43604899","0.36502151","0.1989295","4.14","0.294822","4.376","4.376","4.239","4.5828","0.8433","0.4035","0.036","0.6621","0.19183","0.02155","0.122","0.038","0.046","0.04626","1.3279","1.1116","0.6058","7.589700000000001","3.6315000000000004","0.34199999999999997","1.0979999999999999","0.9975","0.471","0.5092","1.401","0.0426","0.0542","0","0","0","0","0.10975171","4.3849","4.5182","0.73316512","101.34732666315698","0","0","-0.0015","0.006"
"12537","543508","2019","Cory","Mazzoni","1","1","0","0","0","1","0","0.6","FA","FA","93.3","0.4018","R","29","0.1995","0.0876","0.008774","0.42800581","0.36699881","0.20499538","3.97","0.294855","4.354","4.354","4.498200000000001","4.833","0.8685","0.3814","0.0361","0.64552","0.19591","0.02012","0.1435","0.0382","0.0346","0.04613","1.2972","1.1123","0.6213","7.8165000000000004","3.4326000000000003","0.3438","1.2914999999999999","1.005","0.4998","0.537","1.3863999999999999","0.0468","0.0502","0","0","0","0","0.12901196","4.5483","4.5483","0.72534118","107.54421446271122","0","0","-0.0007","0.0016"
"12545","543193","2019","Drew","Gagnon","30","30","0","0","0","30","0","0.6","NL","NYN","91.5","0.66949","R","29","0.2545","0.0752","0.009693","0.45776043","0.34082174","0.20141782","3.14","0.293072","125.523","4.1841","3.51393","3.8282999999999996","31.9456","9.4393","1.0253","17.69235","5.16901","0.46176","3.3398","1.2167","1.318","1.15933","37.3744","27.8268","16.445","9.58368","2.83179","0.36500999999999995","1.00194","26.663","11.7131","12.761","1.20341","1.5142","1.3978","0","0.7601","0.7601","0","0.12002099","3.5441","3.5745999999999998","0.75231411","84.00942916224372","0","0","0.2253","0.0341"
"12555","571561","2019","Tony","Cingrani","40","40","0","0","0","40","0","0.6","NL","LAN","93.4","0.49151","L","29","0.265","0.0923","0.010733","0.42077283","0.38179416","0.19743301","3.33","0.285744","169.707","4.242675","3.5468775","3.8494349999999997","44.9724","15.664","1.4513","21.89729","6.81843","0.52323","4.9237","1.8215","1.7819","1.67976","44.4018","40.2886","20.834","10.11879","3.5244","0.40983749999999997","1.1078325","34.1627","15.7639","17.1086","1.2456675000000001","2.1248","1.7602","0","4.6103","4.6103","0","0.12221075","3.8239999999999994","3.8771","0.77174806","84.79838478487216","0","0","0.1587","0.4234"
"12562","605333","2019","Jack","Leathersich","1","1","0","0","0","1","0","0.6","FA","FA","90.9","0.41403","L","28","0.2424","0.142","0.010679","0.37499067","0.42001791","0.20499142","4.26","0.286885","4.49","4.49","4.505400000000001","4.824","1.0885","0.6376","0.0364","0.54738","0.17556","0.01786","0.1341","0.048","0.0357","0.04678","1.0052","1.1259","0.5495","9.7965","5.7383999999999995","0.432","1.2069","0.8749","0.5006","0.536","1.5125","0.0468","0.0501","0","0","0","0","0.11910472","4.7841","4.7841","0.74630671","107.70678713646492","0","0","-0.0029","0.0017"
"12572","595014","2019","Blake","Treinen","70","70","0","0","0","70","22.6785","1.8","AL","OAK","97.3","0.61061","R","31","0.2709","0.0867","0.008522","0.53087171","0.26493598","0.20419231","2.74","0.301798","286.885","4.098357142857143","3.0476314285714285","3.378664285714286","77.7172","24.873","2.9254","41.02681","10.99651","1.25289","5.3211","2.4448","1.5492","1.97578","95.7399","47.7798","36.825","9.99221142857143","3.1979571428571427","0.31433142857142854","0.6841414285714287","58.5973","23.7038","26.2785","1.192432857142857","3.9376","2.8655","0","6.4292","6.4882","25.1","0.11136715","3.0995","3.1478","0.76003536","72.8612471370426","0","0","1.6224","-0.2312"
"12578","597113","2019","D.J.","Johnson","20","20","0","0","0","20","0","0.6","NL","COL","93.4","0.51505","R","29","0.2389","0.0944","0.011031","0.47408566","0.30605546","0.21985888","3.53","0.30659","86.806","4.3403","4.11534","4.458465","20.7378","8.1944","0.7161","12.67567","3.6165","0.43982","2.3411","0.9576","0.9115","0.71406","26.546","17.1373","12.3108","9.33201","3.68748","0.43091999999999997","1.053495","19.0731","9.1452","9.9077","1.363375","1.0202","0.9214","0","0.7888","0.7888","0","0.13660845","3.9817","3.7505","0.73423613","98.38754769099337","0","0","0.1151","0.0597"
"12580","605388","2019","Adam","Morgan","45","45","0","0","0","45","0","0.8","NL","PHI","93","0.62691","L","29","0.2433","0.0749","0.008119","0.42602236","0.3750194","0.19895824","3.31","0.292728","190.436","4.231911111111112","3.99608","4.30148","46.3331","14.2636","1.582","26.83413","8.02824","0.79792","6.4725","1.5461","1.9996","1.97253","53.801","47.36","25.1258","9.26662","2.85272","0.30922","1.2945","42.1328","19.9804","21.5074","1.2532533333333333","2.2658","2.1021","0","11.5302","11.1702","0.6","0.13666596","4.0256","3.9242","0.74538369","95.53774435107492","0","0","0.231","-0.0866"
"12586","605541","2019","Mike","Wright","89.85059999999999","16.2","16.2","1","89.85059999999999","0","0","1","AL","BAL","92.3","0.66578","R","29","0.1597","0.0904","0.012904","0.40617132","0.38816391","0.20566477","4.67","0.296188","402.556","4.480281712086509","5.541398721878319","5.8893763647655115","64.2883","36.3911","0.7482","61.76603","19.26367","1.8626","16.8187","5.1946","2.1738","4.71957","119.5705","114.2694","60.5445","6.439519602540219","3.645160967205562","0.5203237374040909","1.6846665464671358","99.711","55.322","58.796","1.514760057250592","3.8292","7.1201","4.7351","0","0","0","0.14718464","5.5519","5.3915","0.70063979","132.4823844616117","0.0699","0.0318","0.0918","-0.4052"
"1259","407890","2019","Colby","Lewis","1","0.17543859649122806","0.1754","1","1","0","0","1","FA","FA","87.2","0.62637","R","39","0.1577","0.0579","0.009708","0.35500252","0.43999644","0.20500104","4.56","0.293743","4.392","4.392","5.2578000000000005","5.571899999999999","0.6926","0.2543","0.0289","0.67691","0.24044","0.02555","0.1923","0.0426","0.0349","0.06137","1.1954","1.4816","0.6903","6.2334","2.2887000000000004","0.38339999999999996","1.7307","1.1352","0.5842","0.6191","1.3895","0.0498","0.0706","0.0611","0","0","0","0.12979212","5.1664","5.1664","0.69912631","125.69258455777914","0.0016","0.0007","0.002","0.0016"
"12638","501992","2019","Nathan","Karns","45.9004947643979","8.1","8.1","1","45.9004947643979","0","0","1","AL","BAL","92.6","0.58358","R","31","0.2212","0.087","0.00903","0.4167588","0.37778153","0.20545967","3.86","0.298326","198.446","4.323395663131762","4.703302243431316","5.0278085494407465","43.8962","17.2648","0.3371","28.56931","8.7926","0.83669","7.4495","1.792","1.0716","2.09995","56.0536","50.8112","27.6341","8.607005262749967","3.385218412079534","0.3513687615522059","1.4606705296781015","45.6481","23.9871","25.6421","1.370636641781856","2.3348","3.2074","3.2729","0","0","0","0.14661138","4.6037","4.4707","0.71971199","112.4453024214636","0.0448","0.0204","0.5299","-0.2055"
"12664","595191","2019","Jerad","Eickhoff","9.115971428571429","1.62","1.62","1","9.115971428571429","0","0","1","NL","PHI","90.6","0.64855","R","28","0.2017","0.0742","0.00921","0.40602046","0.3950223","0.19895724","4.02","0.293511","39.566","4.340294428303229","4.747129841189247","5.07056218442357","7.9804","2.9358","0.1612","5.74838","1.89984","0.19756","1.5545","0.3644","0.4154","0.45809","11.3151","11.0086","5.5446","7.878875066993879","2.898451383599898","0.35976418154635975","1.5347239852190346","9.4002","4.8083","5.1359","1.3532293400280198","0.5201","0.5862","0.6363","0","0","0","0.14120778","4.713","4.5944","0.7187788","113.49246170240676","0.0066","0.003","0.0733","-0.0183"
